Date,Year,SolarDay,Period,State ,Site,Exclosure/Control,Rep,Order,Total Number,Size Class <5mm,Size Class >5mm,BigFrac,Notes,EXCLUDE
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,1,coleoptera,1,1,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,1,Hemiptera,18,17,1,0.055555556,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,1,Isopoda,63,55,8,0.126984127,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,1,Snail,6,0,6,1,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,1,Spider,20,19,1,0.05,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Amphipoda,324,281,43,0.132716049,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Coleoptera,5,4,1,0.2,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Diptera,11,11,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Hemiptera,51,51,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Hymenoptera,4,4,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Isopoda,25,17,8,0.32,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Orthoptera,1,0,1,1,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Snail,5,0,5,1,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,2,Spider,72,70,2,0.027777778,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Amphipoda,321,266,55,0.171339564,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,coleoptera,10,10,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Diptera,7,6,1,0.142857143,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Hemiptera,51,51,0,0,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Isopoda,15,12,3,0.2,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Snail,18,0,18,1,,no
7/28/2015,2015,219,3,CT,Barn Island,Exclosure,3,Spider,40,40,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Amphipoda,328,290,38,0.115853659,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Coleoptera,48,47,1,0.020833333,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Diptera,35,33,2,0.057142857,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Hemiptera,94,93,1,0.010638298,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Hymenoptera,1,1,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Isopoda,53,52,1,0.018867925,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Snail,33,0,33,1,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Spider,80,78,2,0.025,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,1,Ticks and Mites,15,15,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Amphipoda,23,19,4,0.173913043,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Coleoptera,2,0,2,1,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Diptera,4,3,1,0.25,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Hemiptera,107,105,2,0.018691589,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Hymenoptera,2,2,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Isopoda,3,3,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Snail,6,0,6,1,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,2,Spider,17,15,2,0.117647059,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Amphipoda,2,1,1,0.5,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Diptera,2,2,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Hemiptera,7,7,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Hymenoptera,1,1,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Isopoda,1,1,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Control,3,Spider,4,4,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Amphipoda,20,5,15,0.75,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Coleoptera,1,1,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Diptera,1,0,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Hemiptera,44,44,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Snail,3,0,3,1,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,1,Spider,9,3,6,0.666666667,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Amphipoda,195,172,23,0.117948718,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Coleoptera,20,20,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Collembola,1,1,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Diptera,47,46,1,0.021276596,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Hemiptera,82,82,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Hymenoptera,2,2,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Isopoda,2,2,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Snail,14,0,14,1,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Spider,81,80,1,0.012345679,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,2,Ticks and Mites,11,11,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Amphipoda,244,202,42,0.172131148,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,coleoptera,11,11,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Diptera,5,5,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Hemiptera,13,13,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Isopoda,9,8,1,0.111111111,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Snail,6,6,0,0,,no
8/24/2015,2015,246,4,CT,Barn Island,Exclosure,3,Spider,33,32,1,0.03030303,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Amphipoda,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Amphipoda,2,1,1,0.5,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Coleoptera,2,2,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Diptera,5,5,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Diptera,4,4,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Hemiptera,36,36,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Hemiptera,138,138,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Hymenoptera,2,2,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Isopoda,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Isopoda,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Snail,22,21,1,0.045454545,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Snail,21,13,8,0.380952381,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Spider,4,4,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,1,Spider,10,6,4,0.4,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Amphipoda,6,6,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Amphipoda,5,3,2,0.4,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Diptera,4,4,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Diptera,7,7,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Hemiptera,23,23,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Hemiptera,58,57,1,0.017241379,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Hymenoptera,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Hymenoptera,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Snail,1,0,1,1,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Snail,11,9,2,0.181818182,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Spider,11,11,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,2,Spider,10,6,4,0.4,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Amphipoda,2,0,2,1,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Amphipoda,8,8,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Coleoptera,1,0,1,1,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Diptera,4,4,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Hemiptera,83,83,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Hemiptera,238,238,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Isopoda,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Isopoda,5,5,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Orthoptera,1,1,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Snail,43,30,13,0.302325581,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Snail,24,24,0,0,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Spider,4,3,1,0.25,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,Spider,6,5,1,0.166666667,,no
6/11/2014,2014,172,1,CT,Hammo,Control,3,unknown,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,1,Amphipoda,3,3,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,1,Diptera,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,1,Hemiptera,5,5,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,1,Snail,26,16,10,0.384615385,,no
7/1/2014,2014,192,2,CT,Hammo,Control,1,Spider,1,0,1,1,,no
7/1/2014,2014,192,2,CT,Hammo,Control,2,Hemiptera,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,2,Snail,19,2,17,0.894736842,,no
7/1/2014,2014,192,2,CT,Hammo,Control,2,Spider,6,6,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Amphipoda,2,2,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Hemiptera,12,12,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Hymenoptera,2,2,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Isopoda,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Snail,25,19,6,0.24,,no
7/1/2014,2014,192,2,CT,Hammo,Control,3,Spider,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,1,Hemiptera,11,11,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,1,Snail,23,2,21,0.913043478,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,1,Spider,5,5,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,2,Amphipoda,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,2,Diptera,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,2,Hemiptera,13,13,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,2,Snail,13,5,8,0.615384615,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,2,Spider,7,7,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Amphipoda,2,2,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Hemiptera,22,22,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Hymenoptera,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Isopoda,1,1,0,0,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Snail,8,4,4,0.5,,no
7/1/2014,2014,192,2,CT,Hammo,Exclosure,3,Spider,9,9,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Amphipoda,5,5,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Coleoptera,1,0,1,1,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Diptera,24,20,4,0.166666667,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Hemiptera,138,138,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Hymenoptera,5,5,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Orthoptera,2,0,2,1,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Snail,13,7,6,0.461538462,,no
8/5/2014,2014,227,3,CT,Hammo,Control,1,Spider,59,58,1,0.016949153,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Amphipoda,14,14,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Diptera,2,2,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Hemiptera,214,210,4,0.018691589,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Hymenoptera,1,1,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Isopoda,31,28,3,0.096774194,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Snail,52,31,21,0.403846154,,no
8/5/2014,2014,227,3,CT,Hammo,Control,2,Spider,48,47,1,0.020833333,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Amphipoda,173,148,25,0.144508671,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Coleoptera,22,19,3,0.136363636,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Diptera,5,3,2,0.4,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Hemiptera,23,23,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Snail,8,0,8,1,,no
8/5/2014,2014,227,3,CT,Hammo,Control,3,Spider,18,17,1,0.055555556,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Diptera,29,29,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Hemiptera,308,308,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Isopoda,2,1,1,0.5,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Orthoptera,1,0,1,1,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Snail,12,7,5,0.416666667,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,1,Spider,61,58,3,0.049180328,,no
8/15/2014,2014,237,3,CT,Hammo,Exclosure,2,Diptera,3,3,0,0,,no
8/15/2014,2014,237,3,CT,Hammo,Exclosure,2,Hemiptera,196,196,0,0,,no
8/15/2014,2014,237,3,CT,Hammo,Exclosure,2,Isopoda,3,3,0,0,,no
8/15/2014,2014,237,3,CT,Hammo,Exclosure,2,Snail,18,3,15,0.833333333,,no
8/15/2014,2014,237,3,CT,Hammo,Exclosure,2,Spider,37,35,2,0.054054054,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Amphipoda,7,3,4,0.571428571,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Diptera,10,10,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Hemiptera,210,206,4,0.019047619,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Hymenoptera,2,2,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Isopoda,7,7,0,0,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Snail,25,12,13,0.52,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Snail,8,4,4,0.5,,yes-zachfounderror
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Spider,53,51,2,0.037735849,,no
8/5/2014,2014,227,3,CT,Hammo,Exclosure,3,Spider,1,1,0,0,,yes-zachfounderror
8/26/2014,2014,248,4,CT,Hammo,Control,1,Amphipoda,2,2,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,1,Hemiptera,15,15,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,1,Isopoda,4,4,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,1,Spider,21,18,3,0.142857143,,no
8/26/2014,2014,248,4,CT,Hammo,Control,1,Thysanoptera,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,1,Unknown,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Amphipoda,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Coleoptera,4,3,1,0.25,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Diptera,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Hemiptera,84,84,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Isopoda,10,10,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,2,Spider,26,25,1,0.038461538,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Amphipoda,3,2,1,0.333333333,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Diptera,2,2,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Hemiptera,51,51,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Isopoda,11,10,1,0.090909091,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Snail,2,2,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Control,3,Spider,38,38,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Amphipoda,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Hemiptera,36,36,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Hymenoptera,2,2,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Isopoda,4,4,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Snail,3,0,3,1,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,1,Spider,20,19,1,0.05,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Amphipoda,2,1,1,0.5,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Hemiptera,32,32,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Hymenoptera,2,2,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Isopoda,12,12,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Snail,18,8,10,0.555555556,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Spider,50,50,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,2,Thysanoptera,1,1,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Amphipoda,4,4,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Coleoptera,1,0,1,1,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Diptera,3,3,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Hemiptera,33,33,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Hymenoptera,3,3,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Isopoda,7,7,0,0,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Snail,26,9,17,0.653846154,,no
8/26/2014,2014,248,4,CT,Hammo,Exclosure,3,Spider,36,36,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Amphipoda,4,1,3,0.75,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Diptera,3,3,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Diptera,27,27,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Hemiptera,10,10,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Hemiptera,49,49,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Isopoda,3,3,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Snail,142,51,91,0.64084507,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Snail,116,22,94,0.810344828,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Spider,2,2,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,1,Spider,2,2,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Amphipoda,7,3,4,0.571428571,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Diptera,1,0,1,1,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Diptera,14,14,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Hemiptera,8,8,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Hemiptera,2,1,1,0.5,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Hymenoptera,1,1,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Isopoda,13,13,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Isopoda,2,2,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Snail,90,45,45,0.5,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Snail,124,51,73,0.588709677,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Spider,3,3,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,2,Spider,1,1,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Amphipoda,1,0,1,1,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Coleoptera,1,0,1,1,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Coleoptera,1,0,1,1,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Diptera,7,7,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Diptera,2,2,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Hemiptera,3,3,0,0,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Isopoda,8,7,1,0.125,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Snail,83,33,50,0.602409639,,no
6/3/2015,2015,164,1,CT,Hammo,Control,3,Snail,124,67,57,0.459677419,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Amphipoda,4,4,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Diptera,11,11,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Hemiptera,77,76,1,0.012987013,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Orthoptera,29,29,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Snail,16,6,10,0.625,,no
6/30/2015,2015,191,2,CT,Hammo,Control,1,Spider,34,33,1,0.029411765,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Amphipoda,18,18,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Diptera,4,4,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Hemiptera,98,98,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Hymenoptera,3,3,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Isopoda,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Orthoptera,66,66,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Snail,30,20,10,0.333333333,,no
6/30/2015,2015,191,2,CT,Hammo,Control,2,Spider,6,5,1,0.166666667,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Amphipoda,5,5,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Diptera,10,10,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Hemiptera,49,49,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Orthoptera,17,17,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Snail,28,20,8,0.285714286,,no
6/30/2015,2015,191,2,CT,Hammo,Control,3,Spider,6,5,1,0.166666667,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Amphipoda,19,19,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Coleoptera,14,14,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Diptera,18,18,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Hemiptera,34,34,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Hymenoptera,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Orthoptera,10,10,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Snail,18,12,6,0.333333333,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,1,Spider,20,20,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Amphipoda,24,7,17,0.708333333,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Diptera,5,5,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Hemiptera,37,37,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Hymenoptera,1,1,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Isopoda,6,2,4,0.666666667,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Snail,33,13,20,0.606060606,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Spider,28,28,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,2,Unknown,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Amphipoda,42,42,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Coleoptera,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Diptera,72,72,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Hemiptera,52,46,6,0.115384615,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Hymenoptera,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Orthoptera,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Pseudoscorpionida,2,2,0,0,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Snail,74,26,48,0.648648649,,no
6/30/2015,2015,191,2,CT,Hammo,Exclosure,3,Spider,13,13,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Amphipoda,11,8,3,0.272727273,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Coleoptera,4,3,1,0.25,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Diptera,11,11,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Hemiptera,65,60,5,0.076923077,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Hymenoptera,4,4,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Isopoda,25,25,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Orthoptera,33,33,0,0,,no
7/29/2015,2015,220,3,CT,Hammo,Control,1,Snail,25,14,11,0.44,,no
