ID,State,Site,Treatment,Ex.Cont.Number,Date,Year,SolarDay,Period,Taxa,Abundance
269,NH,Chapman,Exclosure,3,8/27/2015,2015,249,4,Lepidoptera,0
148,ME,Rachel Carson,Control,1,8/31/2015,2015,253,4,Lepidoptera,0
162,ME,Rachel Carson,Control,2,8/31/2015,2015,253,4,Lepidoptera,0
176,ME,Rachel Carson,Exclosure,1,8/31/2015,2015,253,4,Lepidoptera,0
177,ME,Rachel Carson,Exclosure,2,8/31/2015,2015,253,4,Lepidoptera,0
270,ME,Rachel Carson,Exclosure,3,8/31/2015,2015,253,4,Lepidoptera,0
273,ME,Rachel Carson,Control,3,8/31/2015,2015,253,4,Lepidoptera,0
11,ME,Asparagus,Control,1,9/4/2015,2015,257,4,Lepidoptera,0
12,ME,Asparagus,Control,2,9/4/2015,2015,257,4,Lepidoptera,0
22,ME,Asparagus,Exclosure,1,9/4/2015,2015,257,4,Lepidoptera,0
23,ME,Asparagus,Exclosure,2,9/4/2015,2015,257,4,Lepidoptera,0
45,ME,Bunny,Control,1,9/4/2015,2015,257,4,Lepidoptera,0
46,ME,Bunny,Control,2,9/4/2015,2015,257,4,Lepidoptera,0
59,ME,Bunny,Exclosure,1,9/4/2015,2015,257,4,Lepidoptera,0
60,ME,Bunny,Exclosure,2,9/4/2015,2015,257,4,Lepidoptera,0
274,ME,Asparagus,Exclosure,3,9/4/2015,2015,257,4,Lepidoptera,0
275,ME,Bunny,Control,3,9/4/2015,2015,257,4,Lepidoptera,0
280,ME,Bunny,Exclosure,3,9/4/2015,2015,257,4,Lepidoptera,0
281,ME,Asparagus,Control,3,9/4/2015,2015,257,4,Lepidoptera,0
286,ME,Asparagus,Control,1,5/28/2014,2014,158,1,Diptera,0
287,ME,Asparagus,Control,2,5/28/2014,2014,158,1,Diptera,0
288,ME,Asparagus,Control,3,5/28/2014,2014,158,1,Diptera,0
291,ME,Asparagus,Control,3,5/28/2014,2014,158,1,Diptera,0
292,ME,Bunny,Control,3,5/28/2014,2014,158,1,Diptera,0
293,ME,Asparagus,Control,1,5/28/2014,2014,158,1,Diptera,0
294,ME,Asparagus,Control,2,5/28/2014,2014,158,1,Diptera,1
295,ME,Bunny,Control,3,5/28/2014,2014,158,1,Diptera,0
307,ME,Bunny,Control,1,5/28/2014,2014,158,1,Diptera,0
308,ME,Bunny,Control,2,5/28/2014,2014,158,1,Diptera,0
314,ME,Bunny,Control,1,5/28/2014,2014,158,1,Diptera,0
315,ME,Bunny,Control,2,5/28/2014,2014,158,1,Diptera,0
298,ME,Rachel Carson,Control,3,6/6/2014,2014,167,1,Diptera,0
299,NH,Chapman,Control,3,6/6/2014,2014,167,1,Diptera,0
301,NH,Chapman,Control,3,6/6/2014,2014,167,1,Diptera,0
302,ME,Rachel Carson,Control,3,6/6/2014,2014,167,1,Diptera,2
320,NH,Chapman,Control,1,6/6/2014,2014,167,1,Diptera,0
321,NH,Chapman,Control,2,6/6/2014,2014,167,1,Diptera,0
324,NH,Chapman,Control,1,6/6/2014,2014,167,1,Diptera,10
325,NH,Chapman,Control,2,6/6/2014,2014,167,1,Diptera,10
341,ME,Rachel Carson,Control,2,6/6/2014,2014,167,1,Diptera,0
344,ME,Rachel Carson,Control,1,6/6/2014,2014,167,1,Diptera,0
345,ME,Rachel Carson,Control,1,6/6/2014,2014,167,1,Diptera,1
346,ME,Rachel Carson,Control,2,6/6/2014,2014,167,1,Diptera,0
300,CT,Barn Island,Control,1,6/10/2014,2014,171,1,Diptera,2
303,CT,Barn Island,Control,1,6/10/2014,2014,171,1,Diptera,3
304,CT,Barn Island,Control,3,6/10/2014,2014,171,1,Diptera,4
305,CT,Barn Island,Control,3,6/10/2014,2014,171,1,Diptera,0
380,CT,Barn Island,Control,2,6/10/2014,2014,171,1,Diptera,2
381,CT,Barn Island,Control,2,6/10/2014,2014,171,1,Diptera,4
306,CT,Hammo,Control,3,6/11/2014,2014,172,1,Diptera,4
309,RI,Sachuest,Control,3,6/11/2014,2014,172,1,Diptera,4
312,RI,Sachuest,Control,3,6/11/2014,2014,172,1,Diptera,3
313,CT,Hammo,Control,3,6/11/2014,2014,172,1,Diptera,0
334,CT,Hammo,Control,1,6/11/2014,2014,172,1,Diptera,5
335,CT,Hammo,Control,2,6/11/2014,2014,172,1,Diptera,4
339,CT,Hammo,Control,1,6/11/2014,2014,172,1,Diptera,4
340,CT,Hammo,Control,2,6/11/2014,2014,172,1,Diptera,7
349,RI,Sachuest,Control,1,6/11/2014,2014,172,1,Diptera,9
350,RI,Sachuest,Control,2,6/11/2014,2014,172,1,Diptera,12
353,RI,Sachuest,Control,1,6/11/2014,2014,172,1,Diptera,18
354,RI,Sachuest,Control,2,6/11/2014,2014,172,1,Diptera,8
316,NJ,Forsythe,Control,3,6/12/2014,2014,173,1,Diptera,3
317,NJ,Forsythe,Control,3,6/12/2014,2014,173,1,Diptera,15
328,NJ,Forsythe,Control,1,6/12/2014,2014,173,1,Diptera,2
333,NJ,Forsythe,Control,1,6/12/2014,2014,173,1,Diptera,3
357,NJ,Forsythe,Control,2,6/12/2014,2014,173,1,Diptera,7
358,NJ,Forsythe,Control,2,6/12/2014,2014,173,1,Diptera,5
1,ME,Asparagus,Control,1,6/27/2014,2014,188,2,Diptera,0
2,ME,Asparagus,Control,2,6/27/2014,2014,188,2,Diptera,0
13,ME,Asparagus,Exclosure,2,6/27/2014,2014,188,2,Diptera,0
35,ME,Bunny,Control,1,6/27/2014,2014,188,2,Diptera,0
36,ME,Bunny,Control,2,6/27/2014,2014,188,2,Diptera,0
47,ME,Bunny,Exclosure,1,6/27/2014,2014,188,2,Diptera,0
48,ME,Bunny,Exclosure,2,6/27/2014,2014,188,2,Diptera,0
58,ME,Bunny,Exclosure,3,6/27/2014,2014,188,2,Diptera,0
61,ME,Asparagus,Exclosure,3,6/27/2014,2014,188,2,Diptera,0
63,ME,Asparagus,Control,3,6/27/2014,2014,188,2,Diptera,0
66,ME,Bunny,Control,3,6/27/2014,2014,188,2,Diptera,0
282,ME,Asparagus,Exclosure,1,6/27/2014,2014,188,2,Diptera,0
62,NH,Chapman,Control,2,6/28/2014,2014,189,2,Diptera,0
69,NH,Chapman,Control,3,6/28/2014,2014,189,2,Diptera,0
74,ME,Rachel Carson,Control,3,6/28/2014,2014,189,2,Diptera,0
77,NH,Chapman,Exclosure,3,6/28/2014,2014,189,2,Diptera,0
78,NH,Chapman,Exclosure,2,6/28/2014,2014,189,2,Diptera,0
82,ME,Rachel Carson,Exclosure,3,6/28/2014,2014,189,2,Diptera,0
150,ME,Rachel Carson,Control,2,6/28/2014,2014,189,2,Diptera,0
159,ME,Rachel Carson,Control,1,6/28/2014,2014,189,2,Diptera,0
164,ME,Rachel Carson,Exclosure,1,6/28/2014,2014,189,2,Diptera,0
165,ME,Rachel Carson,Exclosure,2,6/28/2014,2014,189,2,Diptera,0
284,NH,Chapman,Control,1,6/28/2014,2014,189,2,Diptera,0
285,NH,Chapman,Exclosure,1,6/28/2014,2014,189,2,Diptera,0
29,CT,Barn Island,Exclosure,1,6/30/2014,2014,191,2,Diptera,0
86,CT,Barn Island,Exclosure,3,6/30/2014,2014,191,2,Diptera,2
89,RI,Sachuest,Exclosure,3,6/30/2014,2014,191,2,Diptera,0
90,RI,Sachuest,Control,3,6/30/2014,2014,191,2,Diptera,0
94,CT,Barn Island,Control,3,6/30/2014,2014,191,2,Diptera,3
180,RI,Sachuest,Control,1,6/30/2014,2014,191,2,Diptera,0
181,RI,Sachuest,Control,2,6/30/2014,2014,191,2,Diptera,1
194,RI,Sachuest,Exclosure,1,6/30/2014,2014,191,2,Diptera,0
195,RI,Sachuest,Exclosure,2,6/30/2014,2014,191,2,Diptera,0
262,CT,Barn Island,Control,2,6/30/2014,2014,191,2,Diptera,0
264,CT,Barn Island,Control,1,6/30/2014,2014,191,2,Diptera,0
382,CT,Barn Island,Control,2,6/30/2014,2014,191,2,Diptera,1
91,NJ,Forsythe,Control,1,7/1/2014,2014,192,2,Diptera,0
96,NJ,Forsythe,Exclosure,3,7/1/2014,2014,192,2,Diptera,2
104,CT,Hammo,Exclosure,3,7/1/2014,2014,192,2,Diptera,0
105,NJ,Forsythe,Exclosure,2,7/1/2014,2014,192,2,Diptera,0
106,CT,Hammo,Control,3,7/1/2014,2014,192,2,Diptera,0
108,NJ,Forsythe,Control,3,7/1/2014,2014,192,2,Diptera,0
117,CT,Hammo,Control,1,7/1/2014,2014,192,2,Diptera,1
118,CT,Hammo,Control,2,7/1/2014,2014,192,2,Diptera,0
132,CT,Hammo,Exclosure,1,7/1/2014,2014,192,2,Diptera,0
133,CT,Hammo,Exclosure,2,7/1/2014,2014,192,2,Diptera,1
278,NJ,Forsythe,Control,2,7/1/2014,2014,192,2,Diptera,0
279,NJ,Forsythe,Exclosure,1,7/1/2014,2014,192,2,Diptera,1
3,ME,Asparagus,Control,1,7/30/2014,2014,221,3,Diptera,12
4,ME,Asparagus,Control,2,7/30/2014,2014,221,3,Diptera,14
14,ME,Asparagus,Exclosure,1,7/30/2014,2014,221,3,Diptera,4
15,ME,Asparagus,Exclosure,2,7/30/2014,2014,221,3,Diptera,1
37,ME,Bunny,Control,1,7/30/2014,2014,221,3,Diptera,8
38,ME,Bunny,Control,2,7/30/2014,2014,221,3,Diptera,14
49,ME,Bunny,Exclosure,1,7/30/2014,2014,221,3,Diptera,5
50,ME,Bunny,Exclosure,2,7/30/2014,2014,221,3,Diptera,4
110,ME,Bunny,Exclosure,3,7/30/2014,2014,221,3,Diptera,10
115,ME,Asparagus,Exclosure,3,7/30/2014,2014,221,3,Diptera,10
121,ME,Asparagus,Control,3,7/30/2014,2014,221,3,Diptera,7
124,ME,Bunny,Control,3,7/30/2014,2014,221,3,Diptera,17
64,NH,Chapman,Control,1,7/31/2014,2014,222,3,Diptera,5
65,NH,Chapman,Control,2,7/31/2014,2014,222,3,Diptera,4
79,NH,Chapman,Exclosure,1,7/31/2014,2014,222,3,Diptera,1
80,NH,Chapman,Exclosure,2,7/31/2014,2014,222,3,Diptera,0
125,NH,Chapman,Control,3,7/31/2014,2014,222,3,Diptera,0
130,ME,Rachel Carson,Control,3,7/31/2014,2014,222,3,Diptera,3
131,NH,Chapman,Exclosure,3,7/31/2014,2014,222,3,Diptera,5
134,ME,Rachel Carson,Exclosure,3,7/31/2014,2014,222,3,Diptera,1
152,ME,Rachel Carson,Control,2,7/31/2014,2014,222,3,Diptera,0
157,ME,Rachel Carson,Control,1,7/31/2014,2014,222,3,Diptera,14
166,ME,Rachel Carson,Exclosure,1,7/31/2014,2014,222,3,Diptera,11
167,ME,Rachel Carson,Exclosure,2,7/31/2014,2014,222,3,Diptera,2
24,CT,Barn Island,Control,1,8/4/2014,2014,226,3,Diptera,3
30,CT,Barn Island,Exclosure,1,8/4/2014,2014,226,3,Diptera,7
31,CT,Barn Island,Exclosure,2,8/4/2014,2014,226,3,Diptera,1
135,CT,Barn Island,Control,3,8/4/2014,2014,226,3,Diptera,7
140,CT,Barn Island,Exclosure,3,8/4/2014,2014,226,3,Diptera,2
141,RI,Sachuest,Control,3,8/4/2014,2014,226,3,Diptera,36
147,RI,Sachuest,Exclosure,3,8/4/2014,2014,226,3,Diptera,20
182,RI,Sachuest,Control,2,8/4/2014,2014,226,3,Diptera,60
184,RI,Sachuest,Control,1,8/4/2014,2014,226,3,Diptera,25
197,RI,Sachuest,Exclosure,1,8/4/2014,2014,226,3,Diptera,25
198,RI,Sachuest,Exclosure,2,8/4/2014,2014,226,3,Diptera,26
92,NJ,Forsythe,Control,1,8/5/2014,2014,227,3,Diptera,3
93,NJ,Forsythe,Control,2,8/5/2014,2014,227,3,Diptera,6
107,NJ,Forsythe,Exclosure,2,8/5/2014,2014,227,3,Diptera,0
119,CT,Hammo,Control,1,8/5/2014,2014,227,3,Diptera,24
120,CT,Hammo,Control,2,8/5/2014,2014,227,3,Diptera,2
122,CT,Hammo,Control,3,8/5/2014,2014,227,3,Diptera,5
123,CT,Hammo,Exclosure,1,8/5/2014,2014,227,3,Diptera,29
128,CT,Hammo,Exclosure,2,8/5/2014,2014,227,3,Diptera,3
129,CT,Hammo,Exclosure,3,8/5/2014,2014,227,3,Diptera,10
153,NJ,Forsythe,Control,3,8/5/2014,2014,227,3,Diptera,4
155,NJ,Forsythe,Exclosure,3,8/5/2014,2014,227,3,Diptera,0
271,NJ,Forsythe,Exclosure,1,8/5/2014,2014,227,3,Diptera,3
5,ME,Asparagus,Control,1,8/19/2014,2014,241,4,Diptera,0
6,ME,Asparagus,Control,2,8/19/2014,2014,241,4,Diptera,1
16,ME,Asparagus,Exclosure,1,8/19/2014,2014,241,4,Diptera,0
17,ME,Asparagus,Exclosure,2,8/19/2014,2014,241,4,Diptera,0
39,ME,Bunny,Control,1,8/19/2014,2014,241,4,Diptera,34
40,ME,Bunny,Control,2,8/19/2014,2014,241,4,Diptera,15
51,ME,Bunny,Exclosure,1,8/19/2014,2014,241,4,Diptera,21
52,ME,Bunny,Exclosure,2,8/19/2014,2014,241,4,Diptera,16
170,ME,Asparagus,Control,3,8/19/2014,2014,241,4,Diptera,0
175,ME,Asparagus,Exclosure,3,8/19/2014,2014,241,4,Diptera,0
178,ME,Bunny,Control,3,8/19/2014,2014,241,4,Diptera,5
183,ME,Bunny,Exclosure,3,8/19/2014,2014,241,4,Diptera,2
67,NH,Chapman,Control,1,8/20/2014,2014,242,4,Diptera,156
68,NH,Chapman,Control,2,8/20/2014,2014,242,4,Diptera,51
81,NH,Chapman,Exclosure,2,8/20/2014,2014,242,4,Diptera,33
154,ME,Rachel Carson,Control,2,8/20/2014,2014,242,4,Diptera,11
156,ME,Rachel Carson,Control,1,8/20/2014,2014,242,4,Diptera,15
168,ME,Rachel Carson,Exclosure,1,8/20/2014,2014,242,4,Diptera,38
169,ME,Rachel Carson,Exclosure,2,8/20/2014,2014,242,4,Diptera,10
187,NH,Chapman,Control,3,8/20/2014,2014,242,4,Diptera,47
193,NH,Chapman,Exclosure,3,8/20/2014,2014,242,4,Diptera,6
196,ME,Rachel Carson,Exclosure,3,8/20/2014,2014,242,4,Diptera,48
199,ME,Rachel Carson,Control,3,8/20/2014,2014,242,4,Diptera,20
283,NH,Chapman,Exclosure,1,8/20/2014,2014,242,4,Diptera,42
95,NJ,Forsythe,Control,2,8/25/2014,2014,247,4,Diptera,2
109,NJ,Forsythe,Exclosure,2,8/25/2014,2014,247,4,Diptera,1
202,NJ,Forsythe,Control,3,8/25/2014,2014,247,4,Diptera,0
205,NJ,Forsythe,Exclosure,3,8/25/2014,2014,247,4,Diptera,0
272,NJ,Forsythe,Exclosure,1,8/25/2014,2014,247,4,Diptera,0
25,CT,Barn Island,Control,2,8/26/2014,2014,248,4,Diptera,15
32,CT,Barn Island,Exclosure,2,8/26/2014,2014,248,4,Diptera,0
136,CT,Hammo,Control,1,8/26/2014,2014,248,4,Diptera,0
137,CT,Hammo,Control,2,8/26/2014,2014,248,4,Diptera,1
138,CT,Hammo,Exclosure,1,8/26/2014,2014,248,4,Diptera,0
139,CT,Hammo,Exclosure,2,8/26/2014,2014,248,4,Diptera,0
145,CT,Hammo,Control,3,8/26/2014,2014,248,4,Diptera,2
146,CT,Hammo,Exclosure,3,8/26/2014,2014,248,4,Diptera,3
209,CT,Barn Island,Control,3,8/26/2014,2014,248,4,Diptera,5
211,CT,Barn Island,Exclosure,3,8/26/2014,2014,248,4,Diptera,8
263,CT,Barn Island,Control,1,8/26/2014,2014,248,4,Diptera,14
185,RI,Sachuest,Control,1,8/27/2014,2014,249,4,Diptera,1
186,RI,Sachuest,Control,2,8/27/2014,2014,249,4,Diptera,6
200,RI,Sachuest,Exclosure,1,8/27/2014,2014,249,4,Diptera,27
201,RI,Sachuest,Exclosure,2,8/27/2014,2014,249,4,Diptera,6
214,RI,Sachuest,Control,3,8/27/2014,2014,249,4,Diptera,12
216,RI,Sachuest,Exclosure,3,8/27/2014,2014,249,4,Diptera,55
310,ME,Bunny,Control,1,5/18/2015,2015,148,1,Diptera,0
311,ME,Bunny,Control,2,5/18/2015,2015,148,1,Diptera,0
318,ME,Bunny,Control,1,5/18/2015,2015,148,1,Diptera,0
319,ME,Bunny,Control,2,5/18/2015,2015,148,1,Diptera,0
359,ME,Bunny,Control,3,5/18/2015,2015,148,1,Diptera,0
360,ME,Bunny,Control,3,5/18/2015,2015,148,1,Diptera,0
322,NH,Chapman,Control,1,5/21/2015,2015,151,1,Diptera,1
323,NH,Chapman,Control,2,5/21/2015,2015,151,1,Diptera,0
326,NH,Chapman,Control,1,5/21/2015,2015,151,1,Diptera,1
327,NH,Chapman,Control,2,5/21/2015,2015,151,1,Diptera,3
361,NH,Chapman,Control,3,5/21/2015,2015,151,1,Diptera,0
362,NH,Chapman,Control,3,5/21/2015,2015,151,1,Diptera,0
342,ME,Rachel Carson,Control,1,5/22/2015,2015,152,1,Diptera,2
343,ME,Rachel Carson,Control,2,5/22/2015,2015,152,1,Diptera,0
347,ME,Rachel Carson,Control,1,5/22/2015,2015,152,1,Diptera,1
348,ME,Rachel Carson,Control,2,5/22/2015,2015,152,1,Diptera,0
363,ME,Rachel Carson,Control,3,5/22/2015,2015,152,1,Diptera,0
364,ME,Rachel Carson,Control,3,5/22/2015,2015,152,1,Diptera,0
289,ME,Asparagus,Control,1,5/27/2015,2015,157,1,Diptera,1
290,ME,Asparagus,Control,2,5/27/2015,2015,157,1,Diptera,0
296,NH,Asparagus,Control,1,5/27/2015,2015,157,1,Diptera,1
297,ME,Asparagus,Control,2,5/27/2015,2015,157,1,Diptera,0
365,ME,Asparagus,Control,3,5/27/2015,2015,157,1,Diptera,0
366,ME,Asparagus,Control,3,5/27/2015,2015,157,1,Diptera,0
336,CT,Hammo,Control,1,6/3/2015,2015,164,1,Diptera,3
337,CT,Hammo,Control,2,6/3/2015,2015,164,1,Diptera,1
338,CT,Hammo,Control,2,6/3/2015,2015,164,1,Diptera,14
367,CT,Hammo,Control,3,6/3/2015,2015,164,1,Diptera,2
368,CT,Hammo,Control,3,6/3/2015,2015,164,1,Diptera,7
375,CT,Hammo,Control,1,6/3/2015,2015,164,1,Diptera,27
369,CT,Barn Island,Control,3,6/4/2015,2015,165,1,Diptera,11
370,CT,Barn Island,Control,3,6/4/2015,2015,165,1,Diptera,26
376,CT,Barn Island,Control,1,6/4/2015,2015,165,1,Diptera,21
377,CT,Barn Island,Control,2,6/4/2015,2015,165,1,Diptera,27
378,CT,Barn Island,Control,1,6/4/2015,2015,165,1,Diptera,10
379,CT,Barn Island,Control,2,6/4/2015,2015,165,1,Diptera,12
351,RI,Sachuest,Control,1,6/5/2015,2015,166,1,Diptera,22
352,RI,Sachuest,Control,2,6/5/2015,2015,166,1,Diptera,19
355,RI,Sachuest,Control,1,6/5/2015,2015,166,1,Diptera,10
356,RI,Sachuest,Control,2,6/5/2015,2015,166,1,Diptera,47
371,RI,Sachuest,Control,3,6/5/2015,2015,166,1,Diptera,42
372,RI,Sachuest,Control,3,6/5/2015,2015,166,1,Diptera,25
329,NJ,Forsythe,Control,1,6/10/2015,2015,171,1,Diptera,27
330,NJ,Forsythe,Control,2,6/10/2015,2015,171,1,Diptera,13
331,NJ,Forsythe,Control,1,6/10/2015,2015,171,1,Diptera,19
332,NJ,Forsythe,Control,2,6/10/2015,2015,171,1,Diptera,13
373,NJ,Forsythe,Control,3,6/10/2015,2015,171,1,Diptera,6
374,NJ,Forsythe,Control,3,6/10/2015,2015,171,1,Diptera,9
53,NH,Chapman,Exclosure,3,6/24/2015,2015,185,2,Diptera,4
70,NH,Chapman,Control,1,6/24/2015,2015,185,2,Diptera,1
71,NH,Chapman,Control,2,6/24/2015,2015,185,2,Diptera,4
83,NH,Chapman,Exclosure,2,6/24/2015,2015,185,2,Diptera,2
151,ME,Rachel Carson,Control,1,6/24/2015,2015,185,2,Diptera,36
158,ME,Rachel Carson,Control,2,6/24/2015,2015,185,2,Diptera,25
171,ME,Rachel Carson,Exclosure,1,6/24/2015,2015,185,2,Diptera,72
172,ME,Rachel Carson,Exclosure,2,6/24/2015,2015,185,2,Diptera,17
215,NH,Chapman,Exclosure,1,6/24/2015,2015,185,2,Diptera,1
217,NH,Chapman,Control,3,6/24/2015,2015,185,2,Diptera,0
223,ME,Rachel Carson,Control,3,6/24/2015,2015,185,2,Diptera,53
224,ME,Rachel Carson,Exclosure,3,6/24/2015,2015,185,2,Diptera,28
7,ME,Asparagus,Control,1,6/25/2015,2015,186,2,Diptera,2
8,ME,Asparagus,Control,2,6/25/2015,2015,186,2,Diptera,1
18,ME,Asparagus,Exclosure,1,6/25/2015,2015,186,2,Diptera,0
19,ME,Asparagus,Exclosure,2,6/25/2015,2015,186,2,Diptera,0
41,ME,Bunny,Control,1,6/25/2015,2015,186,2,Diptera,52
42,ME,Bunny,Control,2,6/25/2015,2015,186,2,Diptera,0
54,ME,Bunny,Exclosure,1,6/25/2015,2015,186,2,Diptera,104
55,ME,Bunny,Exclosure,2,6/25/2015,2015,186,2,Diptera,25
218,ME,Asparagus,Control,3,6/25/2015,2015,186,2,Diptera,0
219,ME,Asparagus,Exclosure,3,6/25/2015,2015,186,2,Diptera,3
220,ME,Bunny,Control,3,6/25/2015,2015,186,2,Diptera,3
221,ME,Bunny,Exclosure,3,6/25/2015,2015,186,2,Diptera,3
179,RI,Sachuest,Control,1,6/29/2015,2015,190,2,Diptera,35
188,RI,Sachuest,Control,2,6/29/2015,2015,190,2,Diptera,17
203,RI,Sachuest,Exclosure,1,6/29/2015,2015,190,2,Diptera,24
204,RI,Sachuest,Exclosure,2,6/29/2015,2015,190,2,Diptera,23
222,RI,Sachuest,Exclosure,3,6/29/2015,2015,190,2,Diptera,21
225,RI,Sachuest,Control,3,6/29/2015,2015,190,2,Diptera,20
226,CT,Barn Island,Exclosure,3,6/29/2015,2015,190,2,Diptera,75
227,CT,Barn Island,Control,3,6/29/2015,2015,190,2,Diptera,30
248,CT,Barn Island,Exclosure,2,6/29/2015,2015,190,2,Diptera,19
254,CT,Barn Island,Exclosure,1,6/29/2015,2015,190,2,Diptera,20
256,CT,Barn Island,Control,1,6/29/2015,2015,190,2,Diptera,32
257,CT,Barn Island,Control,2,6/29/2015,2015,190,2,Diptera,71
98,NJ,Forsythe,Control,1,6/30/2015,2015,191,2,Diptera,44
99,NJ,Forsythe,Control,2,6/30/2015,2015,191,2,Diptera,17
111,NJ,Forsythe,Exclosure,1,6/30/2015,2015,191,2,Diptera,23
112,NJ,Forsythe,Exclosure,2,6/30/2015,2015,191,2,Diptera,11
116,CT,Hammo,Control,1,6/30/2015,2015,191,2,Diptera,11
142,CT,Hammo,Control,2,6/30/2015,2015,191,2,Diptera,4
228,CT,Hammo,Control,3,6/30/2015,2015,191,2,Diptera,10
229,CT,Hammo,Exclosure,3,6/30/2015,2015,191,2,Diptera,72
230,NJ,Forsythe,Exclosure,3,6/30/2015,2015,191,2,Diptera,11
231,NJ,Forsythe,Control,3,6/30/2015,2015,191,2,Diptera,14
241,CT,Hammo,Exclosure,1,6/30/2015,2015,191,2,Diptera,18
245,CT,Hammo,Exclosure,2,6/30/2015,2015,191,2,Diptera,5
72,NH,Chapman,Control,1,7/21/2015,2015,212,3,Diptera,5
73,NH,Chapman,Control,2,7/21/2015,2015,212,3,Diptera,1
84,NH,Chapman,Exclosure,1,7/21/2015,2015,212,3,Diptera,2
85,NH,Chapman,Exclosure,2,7/21/2015,2015,212,3,Diptera,2
149,ME,Rachel Carson,Control,1,7/21/2015,2015,212,3,Diptera,16
160,ME,Rachel Carson,Control,2,7/21/2015,2015,212,3,Diptera,8
173,ME,Rachel Carson,Exclosure,1,7/21/2015,2015,212,3,Diptera,18
174,ME,Rachel Carson,Exclosure,2,7/21/2015,2015,212,3,Diptera,43
232,NH,Chapman,Control,3,7/21/2015,2015,212,3,Diptera,2
233,NH,Chapman,Exclosure,3,7/21/2015,2015,212,3,Diptera,4
234,ME,Rachel Carson,Exclosure,3,7/21/2015,2015,212,3,Diptera,7
235,ME,Rachel Carson,Control,3,7/21/2015,2015,212,3,Diptera,16
9,ME,Asparagus,Control,1,7/22/2015,2015,213,3,Diptera,2
10,ME,Asparagus,Control,2,7/22/2015,2015,213,3,Diptera,10
20,ME,Asparagus,Exclosure,1,7/22/2015,2015,213,3,Diptera,10
21,ME,Asparagus,Exclosure,2,7/22/2015,2015,213,3,Diptera,6
43,ME,Bunny,Control,1,7/22/2015,2015,213,3,Diptera,2
44,ME,Bunny,Control,2,7/22/2015,2015,213,3,Diptera,3
56,ME,Bunny,Exclosure,1,7/22/2015,2015,213,3,Diptera,4
57,ME,Bunny,Exclosure,2,7/22/2015,2015,213,3,Diptera,1
236,ME,Asparagus,Control,3,7/22/2015,2015,213,3,Diptera,13
237,ME,Asparagus,Exclosure,3,7/22/2015,2015,213,3,Diptera,27
238,ME,Bunny,Control,3,7/22/2015,2015,213,3,Diptera,5
239,ME,Bunny,Exclosure,3,7/22/2015,2015,213,3,Diptera,6
189,RI,Sachuest,Control,1,7/28/2015,2015,219,3,Diptera,1
190,RI,Sachuest,Control,2,7/28/2015,2015,219,3,Diptera,10
206,RI,Sachuest,Exclosure,1,7/28/2015,2015,219,3,Diptera,23
207,RI,Sachuest,Exclosure,2,7/28/2015,2015,219,3,Diptera,9
240,RI,Sachuest,Exclosure,3,7/28/2015,2015,219,3,Diptera,14
242,RI,Sachuest,Control,3,7/28/2015,2015,219,3,Diptera,5
243,CT,Barn Island,Control,3,7/28/2015,2015,219,3,Diptera,1
244,CT,Barn Island,Exclosure,3,7/28/2015,2015,219,3,Diptera,7
249,CT,Barn Island,Control,2,7/28/2015,2015,219,3,Diptera,5
250,CT,Barn Island,Exclosure,1,7/28/2015,2015,219,3,Diptera,0
258,CT,Barn Island,Exclosure,2,7/28/2015,2015,219,3,Diptera,11
100,NJ,Forsythe,Control,1,7/29/2015,2015,220,3,Diptera,3
101,NJ,Forsythe,Control,2,7/29/2015,2015,220,3,Diptera,3
126,CT,Hammo,Control,1,7/29/2015,2015,220,3,Diptera,11
127,CT,Hammo,Control,2,7/29/2015,2015,220,3,Diptera,5
143,CT,Hammo,Exclosure,1,7/29/2015,2015,220,3,Diptera,21
144,CT,Hammo,Exclosure,2,7/29/2015,2015,220,3,Diptera,1
246,CT,Hammo,Exclosure,3,7/29/2015,2015,220,3,Diptera,4
247,CT,Hammo,Control,3,7/29/2015,2015,220,3,Diptera,2
251,NJ,Forsythe,Control,3,7/29/2015,2015,220,3,Diptera,2
252,NJ,Forsythe,Exclosure,3,7/29/2015,2015,220,3,Diptera,1
276,NJ,Forsythe,Exclosure,1,7/29/2015,2015,220,3,Diptera,4
277,NJ,Forsythe,Exclosure,2,7/29/2015,2015,220,3,Diptera,6
26,CT,Barn Island,Control,2,8/24/2015,2015,246,4,Diptera,4
27,CT,Barn Island,Control,1,8/24/2015,2015,246,4,Diptera,35
33,CT,Barn Island,Exclosure,1,8/24/2015,2015,246,4,Diptera,1
34,CT,Barn Island,Exclosure,2,8/24/2015,2015,246,4,Diptera,47
191,RI,Sachuest,Control,1,8/24/2015,2015,246,4,Diptera,4
192,RI,Sachuest,Control,2,8/24/2015,2015,246,4,Diptera,7
208,RI,Sachuest,Exclosure,1,8/24/2015,2015,246,4,Diptera,21
210,RI,Sachuest,Exclosure,2,8/24/2015,2015,246,4,Diptera,17
253,CT,Barn Island,Control,3,8/24/2015,2015,246,4,Diptera,2
260,CT,Barn Island,Exclosure,3,8/24/2015,2015,246,4,Diptera,5
261,RI,Sachuest,Control,3,8/24/2015,2015,246,4,Diptera,3
265,RI,Sachuest,Exclosure,3,8/24/2015,2015,246,4,Diptera,5
161,CT,Hammo,Control,1,8/25/2015,2015,247,4,Diptera,0
